NO.  date        time         lon    lat strike dip rake  strike dip rake depth Mw
213	20170501	06:57:09	104.846	28.15	 14	90	-90	180	0	-104	9	3.2
214	20170504 	13:40:21	104.86	28.21	  0	90	 11	270	79	180	38	4.8
215	20170518	03:27:23	103.159	28.97	339	39	 62	193	56	110	15	2.9
216	20170606	14:04:57	103.198	31.31	110	49	 -64	253	47	-116	16	3.9
217	20170609	21:17:40	104.854	28.12	281	40	-170	183	83	 -50	6 	3.3
218	20170626	08:47:43	104.720	28.13	338	33	 56	196	63	110	7 	3.3
219	20170710	02:09:19	102.273	27.06	 16	53	  3	284	87	143	5 	2.9
220	20170730	08:04:07	104.710	28.12	  7	40	 -91	188	50	 -89	6 	3.0
221	20170830	21:46:17	101.380	27.91	 68	32	 69	272	60	102	10	3.0
222	20170912	19:26:39	101.398	27.92	300	76	-158	204	68	 -15	16	4.2
223	20170916	21:01:27	100.788	27.79	153	39	 -64	300	55	-109	12	3.0
224	20170921	18:03:12	101.420	27.91	220	86	  8	129	82	176	14	2.9
225	20171018	02:54:20	102.815	28.32	328	61	 -11	 63	80	-150	14	3.2
226	20171106	08:34:12	103.703	31.22	 78	26	  8	340	86	115	20	3.8
227	20171120	05:47:09	104.06	29.36	237	31	 -60	 23	63	-106	 4	3.7
228	20171230	12:13:19	101.43	27.89	201	69	  9	107	81	158	 8	4.0
229	20180215 	11:27:41	100.23	26.89	  9	19	 10	269	86	108	46	4.4
230	20180222 	08:10:48	101.55	30.46	241	78	-143	142	53	 -14	 6	4.0
231	20180224 	17:55:33	101.54	30.47	148	70	 -20	245	71	-158	 6	4.1
232	20180505 	00:36:45	104.77	28.39	181	36	101	347	54	 82	 4	4.0
233	20180508	23:11:32	103.47	28.10	 77	70	-172	344	82	 -20	 1	4.1
234	20180516	16:46:11	102.27	29.18	 83	90	168	173	78	  0	 6	4.4
